업체코드,종목코드,종목명,업체명,법인번호,사업자번호,설립일,상장일,상장폐지일,시장구분,결산월,기업규모,주식업종,소속기업집단,NICS산업분류,표준산업대분류,표준산업중분류,코스피구분,상폐사유,상폐사유요약,연도,01_총자본증가율,02_영업이익증가율,03_순이익증가율,04_자기자본증가율,05_매출액증가율,06_종업원수증가율,07_매출액총이익율,08_매출액영업이익율,09_매출액순이익율,10_총자산영업이익율,11_총자산순이익율,12_자기자본영업이익율,13_자기자본순이익율,14_금융비용부담율,15_수지비율,16_사내유보대자기자본비율,17_총자본회전율,18_자기자본회전율,19_타인자본회전율,20_유동자산회전율,21_당좌자산회전율,22_재고자산회전율,23_매출채권회전율,24_순운전자본회전율,26_종업원1인당부가가치,27_노동장비율,28_기계장비율,29_자본집약도,30_총자본투자효율,31_설비투자효율,32_1주당매출액,33_주당순이익,34_주당현금흐름,35_주당순자산가치,36_유보율,37_자기자본구성비율,38_유동비율,39_당좌비율,40_현금비율,41_재고자산대순운전자본비율,42_매출채권대매입채무비율,43_부채비율,44_이자보상비율,45_Cashflow대부채비율,46_Cashflow대차입금비율,47_Cashflow대총자본비율,48_Cashflow대매출액비율,49_기계투자효율,50_부가가치율,51_노동소득분배율,52_자산총계
N710156,A001140,국보,(주)국보,110111-0296073,104-81-24870,1953-12-28,1989-12-02,2026-01-27,외감,12.0,중견기업,,국보,N20304.도로 및 선로,H00000.운수 및 창고업(49~52),H49000.육상 운송 및 파이프라인 운송업,코스피,감사의견 의견거절 2년 계속,감사의견거절,2014,-0.2401223,-3.9413159,-0.819628,-24.01,-0.0998717,-0.0174419,6.12,-2.47,-7.18,-0.0254502,-0.0739434,-0.0919714,-26.72,1.9,108.21,19.52,1.03,3.72,1.4243551,607.6451516,349.4317138,137.99,3.93,-4.67,,"246,558,140.","180,440.","539,980.71",83.48,182.82,54811.7697842,-6760.8945356,,22419.8464416,345.91,24.86,57.27,56.06,1.15,,134.87,302.32,-1.3,-10.16,-21.14,-7.73,-7.53,"249,811.25",84.78,22.95,"98,315,386,000."
N710156,A001140,국보,(주)국보,110111-0296073,104-81-24870,1953-12-28,1989-12-02,2026-01-27,외감,12.0,중견기업,,국보,N20304.도로 및 선로,H00000.운수 및 창고업(49~52),H49000.육상 운송 및 파이프라인 운송업,코스피,감사의견 의견거절 2년 계속,감사의견거절,2015,-0.1861517,-0.0221014,0.422278,-18.62,-0.060517,0.0887574,6.41,-2.69,-4.41,-0.0282883,-0.0464559,-0.1200286,-19.71,1.76,104.86,16.35,1.05,4.47,1.3770882,569.6289157,370.1431239,169.91,4.47,-3.71,,"221,729,400.","103,590.","455,860.26",80.5,165.51,51494.7281983,-3912.1632934,,18264.1963102,264.41,22.16,51.02,50.23,.83,,138.47,351.32,-1.53,-6.29,-13.39,-4.95,-4.65,"354,267.02",79.19,14.04,"91,005,502,000."
N710156,A001140,국보,(주)국보,110111-0296073,104-81-24870,1953-12-28,1989-12-02,2026-01-27,외감,12.0,중견기업,,국보,N20304.도로 및 선로,H00000.운수 및 창고업(49~52),H49000.육상 운송 및 파이프라인 운송업,코스피,감사의견 의견거절 2년 계속,감사의견거절,2016,-0.1702323,1.0828897,-0.0354864,-17.02,-0.0467724,-0.2282609,8.86,0.23,-4.79,0.0024831,-0.0509418,0.0121185,-24.86,1.71,104.92,12.46,1.06,5.19,1.3362984,982.869749,356.9065018,221.13,4.61,-3.2,,"281,907,970.","53,730.","555,093.16",76.5,150.62,35499.5347738,-4140.3420993,,14856.3622163,197.23,18.79,47.45,46.76,.59,,104.9,432.28,.14,-7.04,-15.9,-5.84,-5.82,"790,303.95",77.53,13.41,"83,085,438,000."
N710156,A001140,국보,(주)국보,110111-0296073,104-81-24870,1953-12-28,1989-12-02,2026-01-27,외감,12.0,중견기업,,국보,N20304.도로 및 선로,H00000.운수 및 창고업(49~52),H49000.육상 운송 및 파이프라인 운송업,코스피,감사의견 의견거절 2년 계속,감사의견거절,2017,0.168439,-20.2746822,0.3098624,16.84,-0.1039443,-0.1056338,7.56,-5.03,-3.69,-0.0509003,-0.0373892,-0.2375344,-17.45,1.91,106.08,12.85,1.01,4.72,1.2886347,1757.7272366,481.8630999,200.11,4.25,-2.79,,"311,279,070.","7,600.","579,948.94",,,27901.8257909,-2065.4371632,,10596.7286531,111.93,24.36,40.45,39.56,2.16,,90.27,310.51,-2.64,-4.23,-8.37,-3.26,-3.05,,,,"81,308,887,000."
N710156,A001140,국보,(주)국보,110111-0296073,104-81-24870,1953-12-28,1989-12-02,2026-01-27,외감,12.0,중견기업,,국보,N20304.도로 및 선로,H00000.운수 및 창고업(49~52),H49000.육상 운송 및 파이프라인 운송업,코스피,감사의견 의견거절 2년 계속,감사의견거절,2018,-0.2485554,-0.3456245,-0.3840336,-24.86,-0.0856897,-0.0314961,5.05,-7.4,-5.59,-0.0871701,-0.0658592,-0.3386843,-25.59,1.84,101.06,10.67,1.18,4.58,1.5865144,3468.4826049,686.1882464,188.27,5.07,-3.28,,"227,538,850.",90.,"469,180.99",102.6,211.56,22968.5186435,-2280.7156138,,8056.3780387,61.13,27.83,41.81,40.55,1.33,,104.1,259.29,-4.01,-33.88,-96.22,-25.27,-17.22,"514,878,252.17",88.47,15.55,"73,270,170,000."
N710156,A001140,국보,(주)국보,110111-0296073,104-81-24870,1953-12-28,1989-12-02,2026-01-27,외감,12.0,중견기업,,국보,N20304.도로 및 선로,H00000.운수 및 창고업(49~52),H49000.육상 운송 및 파이프라인 운송업,코스피,감사의견 의견거절 2년 계속,감사의견거절,2019,1.132685,0.8170507,-0.6692471,113.27,0.245109,0.1056911,19.91,-1.09,-7.49,-0.0118438,-0.0816447,-0.0461008,-31.78,3.41,108.17,4.15,1.09,4.24,1.4661161,457.0791897,264.7791942,4.07,7.39,-8.41,,"110,927,260.",70.,"378,921.46",86.36,294.98,5573.8903983,-496.2850541,,699.5552752,39.91,24.8,93.59,35.9,7.4,,104.6,303.29,-.32,-19.49,-34.66,-15.33,-15.11,"494,463,822.22",76.34,21.42,"48,188,113,000."
N710156,A001140,국보,(주)국보,110111-0296073,104-81-24870,1953-12-28,1989-12-02,2026-01-27,외감,12.0,중견기업,,국보,N20304.도로 및 선로,H00000.운수 및 창고업(49~52),H49000.육상 운송 및 파이프라인 운송업,코스피,감사의견 의견거절 2년 계속,감사의견거절,2020,0.0777265,-10.1546953,-2.0746499,7.77,0.2339436,-0.1470588,28.65,-9.83,-18.67,-0.104794,-0.1991192,-0.3635532,-69.08,3.34,118.54,5.91,1.07,3.7,1.4981896,569.2000167,357.8727861,3.18,8.23,-28.68,,"143,055,130.","34,743,750.","567,416.",,,2765.8708486,-414.645972,,608.6759588,21.74,33.94,94.68,46.6,1.52,,87.46,194.62,-2.95,-18.66,-34.11,-10.81,-15.05,,,,"115,356,448,000."
N710156,A001140,국보,(주)국보,110111-0296073,104-81-24870,1953-12-28,1989-12-02,2026-01-27,외감,12.0,중견기업,,국보,N20304.도로 및 선로,H00000.운수 및 창고업(49~52),H49000.육상 운송 및 파이프라인 운송업,코스피,감사의견 의견거절 2년 계속,감사의견거절,2021,0.0329584,0.258669,0.1392373,3.3,-0.1189783,-0.1810345,28.65,-8.27,-18.24,-0.0829328,-0.1829676,-0.2555827,-56.39,4.29,116.54,-1.44,1.,3.09,1.4846496,628.6959241,345.849914,3.63,6.9,-42.98,,"195,439,440.","79,420,050.","814,935.98",,,1682.4810078,-305.0967362,,477.48312,-4.5,31.12,97.28,51.97,10.49,,154.81,221.31,-1.93,-25.66,-44.04,-14.77,-22.3,,,,"90,823,631,000."
N710156,A001140,국보,(주)국보,110111-0296073,104-81-24870,1953-12-28,1989-12-02,2026-01-27,외감,12.0,중견기업,,국보,N20304.도로 및 선로,H00000.운수 및 창고업(49~52),H49000.육상 운송 및 파이프라인 운송업,코스피,감사의견 의견거절 2년 계속,감사의견거절,2022,0.353136,-0.2613752,-0.3827528,35.31,-0.3925159,-0.0736842,1.54,-17.17,-41.53,-0.095179,-0.2301915,-0.2696338,-65.21,5.91,130.72,-8.56,.55,1.57,0.8567533,871.2409398,293.2893368,2.13,3.85,28.13,,"186,759,440.","41,047,490.","939,905.65",,,664.8553545,-313.371289,,412.6395559,-18.,39.19,110.7,60.41,15.66,470.19,74.91,155.2,-2.9,-52.25,-96.43,-25.83,-37.58,,,,"102,314,952,000."
N710156,A001140,국보,(주)국보,110111-0296073,104-81-24870,1953-12-28,1989-12-02,2026-01-27,외감,12.0,중견기업,,국보,N20304.도로 및 선로,H00000.운수 및 창고업(49~52),H49000.육상 운송 및 파이프라인 운송업,코스피,감사의견 의견거절 2년 계속,감사의견거절,2023,-0.3183584,-0.1958255,-0.2918773,-31.84,-0.1946153,0.0,0.53,-25.49,-66.61,-0.1199754,-0.3134683,-0.3334374,-87.12,14.41,162.23,-36.25,.47,1.31,0.7350966,1164.8125348,333.124996,2.98,4.21,-3.53,,"162,482,600.","1,110,420.","960,274.77",,,4275.0777401,-3161.9095613,,2366.5557033,-52.65,32.13,40.16,32.34,4.18,,66.64,211.26,-1.77,-51.29,-79.02,-35.2,-62.76,,,,"109,959,854,000."
N710156,A001140,국보,(주)국보,110111-0296073,104-81-24870,1953-12-28,1989-12-02,2026-01-27,외감,12.0,중견기업,,국보,N20304.도로 및 선로,H00000.운수 및 창고업(49~52),H49000.육상 운송 및 파이프라인 운송업,코스피,감사의견 의견거절 2년 계속,감사의견거절,2024,-0.6659459,0.3581285,0.1383917,-66.59,-0.142305,-0.3181818,-1.08,-19.08,-66.91,-0.0929648,-0.3260483,-0.3957914,-138.81,17.46,160.09,2.53,.49,2.07,0.6368459,481.6969923,223.518849,9.49,6.11,-1.19,,"184,623,690.","2,930.","1,292,304.73",,,801.0832047,-548.4953692,-7.2595203,618.768789,24.04,13.01,41.77,34.74,.04,,64.61,668.45,-1.09,-33.39,-49.17,-29.26,-51.09,,,,"91,419,723,000."
N320196,A001300,제일모직,제일모직(주),170111-0000076,504-81-00025,1954-09-15,1975-05-15,2014-07-15,폐업,12.0,대기업,,,N15101.화학,C00000.제조업(10~34),C20000.화학 물질 및 화학제품 제조업,코스피,해산 사유 발생,해산사유발생,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N320196,A001300,제일모직,제일모직(주),170111-0000076,504-81-00025,1954-09-15,1975-05-15,2014-07-15,폐업,12.0,대기업,,,N15101.화학,C00000.제조업(10~34),C20000.화학 물질 및 화학제품 제조업,코스피,해산 사유 발생,해산사유발생,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N320196,A001300,제일모직,제일모직(주),170111-0000076,504-81-00025,1954-09-15,1975-05-15,2014-07-15,폐업,12.0,대기업,,,N15101.화학,C00000.제조업(10~34),C20000.화학 물질 및 화학제품 제조업,코스피,해산 사유 발생,해산사유발생,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N320196,A001300,제일모직,제일모직(주),170111-0000076,504-81-00025,1954-09-15,1975-05-15,2014-07-15,폐업,12.0,대기업,,,N15101.화학,C00000.제조업(10~34),C20000.화학 물질 및 화학제품 제조업,코스피,해산 사유 발생,해산사유발생,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N320196,A001300,제일모직,제일모직(주),170111-0000076,504-81-00025,1954-09-15,1975-05-15,2014-07-15,폐업,12.0,대기업,,,N15101.화학,C00000.제조업(10~34),C20000.화학 물질 및 화학제품 제조업,코스피,해산 사유 발생,해산사유발생,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N320196,A001300,제일모직,제일모직(주),170111-0000076,504-81-00025,1954-09-15,1975-05-15,2014-07-15,폐업,12.0,대기업,,,N15101.화학,C00000.제조업(10~34),C20000.화학 물질 및 화학제품 제조업,코스피,해산 사유 발생,해산사유발생,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N320196,A001300,제일모직,제일모직(주),170111-0000076,504-81-00025,1954-09-15,1975-05-15,2014-07-15,폐업,12.0,대기업,,,N15101.화학,C00000.제조업(10~34),C20000.화학 물질 및 화학제품 제조업,코스피,해산 사유 발생,해산사유발생,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N320196,A001300,제일모직,제일모직(주),170111-0000076,504-81-00025,1954-09-15,1975-05-15,2014-07-15,폐업,12.0,대기업,,,N15101.화학,C00000.제조업(10~34),C20000.화학 물질 및 화학제품 제조업,코스피,해산 사유 발생,해산사유발생,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N320196,A001300,제일모직,제일모직(주),170111-0000076,504-81-00025,1954-09-15,1975-05-15,2014-07-15,폐업,12.0,대기업,,,N15101.화학,C00000.제조업(10~34),C20000.화학 물질 및 화학제품 제조업,코스피,해산 사유 발생,해산사유발생,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N320196,A001300,제일모직,제일모직(주),170111-0000076,504-81-00025,1954-09-15,1975-05-15,2014-07-15,폐업,12.0,대기업,,,N15101.화학,C00000.제조업(10~34),C20000.화학 물질 및 화학제품 제조업,코스피,해산 사유 발생,해산사유발생,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N320196,A001300,제일모직,제일모직(주),170111-0000076,504-81-00025,1954-09-15,1975-05-15,2014-07-15,폐업,12.0,대기업,,,N15101.화학,C00000.제조업(10~34),C20000.화학 물질 및 화학제품 제조업,코스피,해산 사유 발생,해산사유발생,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N310026,A002270,롯데푸드,롯데푸드(주),110111-0033722,107-81-11210,1958-01-10,1973-05-09,2022-07-20,폐업,12.0,대기업,,,N30202.식품,C00000.제조업(10~34),C10000.식료품 제조업,코스피,해산 사유 발생,해산사유발생,2014,0.0771549,-0.1058811,-0.4745423,7.72,0.0412953,0.0477137,,,,0.056805,0.0515748,0.0822063,,,,,,2.04,4.5524631,,,10.12,9.45,,,,,"550,709.99",,,,43720.9639589,,607558.5682624,,,211.69,114.18,,,,43.41,14.94,,,,,,,45.38,
N310026,A002270,롯데푸드,롯데푸드(주),110111-0033722,107-81-11210,1958-01-10,1973-05-09,2022-07-20,폐업,12.0,대기업,,,N30202.식품,C00000.제조업(10~34),C10000.식료품 제조업,코스피,해산 사유 발생,해산사유발생,2015,0.0728685,0.0497748,-0.1603227,7.29,0.0448406,-0.018501,,,,0.0558117,0.0405315,0.0802824,,,,,,1.98,4.5129957,,,9.91,9.41,,,,,"599,501.48",,,,36711.5002088,,651830.4348302,,,215.28,146.48,,,,44.25,19.53,,,,,,,,
N310026,A002270,롯데푸드,롯데푸드(주),110111-0033722,107-81-11210,1958-01-10,1973-05-09,2022-07-20,폐업,12.0,대기업,,,N30202.식품,C00000.제조업(10~34),C10000.식료품 제조업,코스피,해산 사유 발생,해산사유발생,2016,0.0560431,0.1531569,0.1571117,5.6,0.0329124,0.00145,,,,0.0608518,0.0443433,0.0869965,,,,,,1.92,4.470258,,,10.83,8.54,,,,,"633,142.02",,,,42479.3046188,,688361.0299514,,,163.93,104.57,,,,41.75,35.37,,,,,,,,
N310026,A002270,롯데푸드,롯데푸드(주),110111-0033722,107-81-11210,1958-01-10,1973-05-09,2022-07-20,폐업,12.0,대기업,,,N30202.식품,C00000.제조업(10~34),C10000.식료품 제조업,코스피,해산 사유 발생,해산사유발생,2017,-0.2940677,-0.170355,0.6343083,-29.41,0.0318647,0.0072394,,,,0.0517841,0.074335,0.0823726,,,,,,2.26,3.8290702,,,10.5,8.24,,,,,"612,826.32",,,,72239.6768226,,731398.6920346,,,156.07,101.92,,,,83.61,17.04,,,,,,,,
N310026,A002270,롯데푸드,롯데푸드(주),110111-0033722,107-81-11210,1958-01-10,1973-05-09,2022-07-20,폐업,12.0,대기업,,,N30202.식품,C00000.제조업(10~34),C10000.식료품 제조업,코스피,해산 사유 발생,해산사유발생,2018,0.0256081,0.0202892,-0.5525493,2.56,-0.0042633,0.0522281,,,,0.055615,0.0350115,0.1002651,,,,,,2.69,3.3466641,,,9.76,8.88,,,,,"553,293.8",,,,37583.8974441,,750128.4213187,,,248.77,142.49,,,,77.04,11.95,,,,,,,,
N310026,A002270,롯데푸드,롯데푸드(주),110111-0033722,107-81-11210,1958-01-10,1973-05-09,2022-07-20,폐업,12.0,대기업,,,N30202.식품,C00000.제조업(10~34),C10000.식료품 제조업,코스피,해산 사유 발생,해산사유발생,2019,0.0374171,-0.2679686,-0.1156313,3.74,-0.0125794,-0.0173042,,,,0.039105,0.0297409,0.0711497,,,,,,2.57,3.1384421,,,8.52,9.22,,,,,"586,173.21",,,,33238.0211508,,778196.0794012,,,137.61,87.56,,,,86.67,9.48,,,,,,,,
N310026,A002270,롯데푸드,롯데푸드(주),110111-0033722,107-81-11210,1958-01-10,1973-05-09,2022-07-20,폐업,12.0,대기업,,,N30202.식품,C00000.제조업(10~34),C10000.식료품 제조업,코스피,해산 사유 발생,해산사유발생,2020,0.0773085,-0.0965242,0.8733988,7.73,-0.1485791,-0.0430955,,,,0.0346144,0.0545879,0.0585036,,,,,,2.0,2.8977671,,,8.31,8.34,,,,,"631,889.69",,,1172340.2480647,62047.2677958,100242.4368441,836654.7451168,,,173.68,116.01,,,,69.02,7.42,,,,,,,,
N310026,A002270,롯데푸드,롯데푸드(주),110111-0033722,107-81-11210,1958-01-10,1973-05-09,2022-07-20,폐업,12.0,대기업,,,N30202.식품,C00000.제조업(10~34),C10000.식료품 제조업,코스피,해산 사유 발생,해산사유발생,2021,0.0326282,-0.1364268,-1.0149062,3.26,0.0561538,-0.0605327,,,,0.0300678,-0.0008185,0.0497112,,,,,,2.08,3.1812247,,,7.99,8.79,,,,,"660,609.44",,,1202340.0861944,-894.3118164,35647.6565744,796390.3093636,,,187.47,102.33,,,,61.76,7.85,,,,,,,,
N310026,A002270,롯데푸드,롯데푸드(주),110111-0033722,107-81-11210,1958-01-10,1973-05-09,2022-07-20,폐업,12.0,대기업,,,N30202.식품,C00000.제조업(10~34),C10000.식료품 제조업,코스피,해산 사유 발생,해산사유발생,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N310026,A002270,롯데푸드,롯데푸드(주),110111-0033722,107-81-11210,1958-01-10,1973-05-09,2022-07-20,폐업,12.0,대기업,,,N30202.식품,C00000.제조업(10~34),C10000.식료품 제조업,코스피,해산 사유 발생,해산사유발생,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N310026,A002270,롯데푸드,롯데푸드(주),110111-0033722,107-81-11210,1958-01-10,1973-05-09,2022-07-20,폐업,12.0,대기업,,,N30202.식품,C00000.제조업(10~34),C10000.식료품 제조업,코스피,해산 사유 발생,해산사유발생,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N340154,A002300,한국제지,한국제지(주),110111-0002818,214-81-03513,1958-02-25,1971-06-23,2020-07-13,폐업,12.0,중견기업,,,N15105.종이와 임산물,C00000.제조업(10~34),"C17000.펄프, 종이 및 종이제품 제조업",코스피,해산 사유 발생,해산사유발생,2014,0.0002881,0.0124211,-0.3805153,0.03,-0.0922816,-0.0079051,11.37,1.16,0.79,0.0111267,0.0075141,0.0152242,1.03,.4,99.09,68.26,.96,1.31,3.5563387,,,7.42,4.72,5.18,,,,"1,247,782.5",,,49365.7388478,1114.2651004,1868.7681029,99799.1532203,"1,835.08",74.93,194.58,131.98,7.97,66.19,353.36,33.46,2.91,,,,,,,,
N340154,A002300,한국제지,한국제지(주),110111-0002818,214-81-03513,1958-02-25,1971-06-23,2020-07-13,폐업,12.0,중견기업,,,N15105.종이와 임산물,C00000.제조업(10~34),"C17000.펄프, 종이 및 종이제품 제조업",코스피,해산 사유 발생,해산사유발생,2015,0.0164233,1.2081038,0.8784886,1.64,-0.0073175,0.0318725,12.27,2.59,1.49,0.0243314,0.0139787,0.033338,1.92,.27,97.98,64.69,0.94,1.29,3.4830148,,,6.81,4.19,5.14,,,,"1,206,468.02",,,55652.5388596,1852.6192774,-3409.06368,101095.9104549,"1,861.08",71.17,176.23,111.88,8.06,84.42,444.09,40.51,9.48,,,,,,,,
N340154,A002300,한국제지,한국제지(주),110111-0002818,214-81-03513,1958-02-25,1971-06-23,2020-07-13,폐업,12.0,중견기업,,,N15105.종이와 임산물,C00000.제조업(10~34),"C17000.펄프, 종이 및 종이제품 제조업",코스피,해산 사유 발생,해산사유발생,2016,0.0126868,0.4379138,0.6873392,1.27,0.0031538,-0.0250965,,,,0.033603,0.0226541,0.0472502,,,,,,1.27,3.1389392,,,5.58,3.89,,,,,"1,281,722.12",,,116455.0553626,3452.8193994,4762.7992537,102680.6624562,,,182.33,112.01,,,,40.71,12.9,,,,,,,,
N340154,A002300,한국제지,한국제지(주),110111-0002818,214-81-03513,1958-02-25,1971-06-23,2020-07-13,폐업,12.0,중견기업,,,N15105.종이와 임산물,C00000.제조업(10~34),"C17000.펄프, 종이 및 종이제품 제조업",코스피,해산 사유 발생,해산사유발생,2017,0.0033248,-0.6009855,-0.5131974,.33,0.0313093,0.009901,,,,0.0129487,0.0106502,0.0187043,,,,,,1.3,2.9344169,,,5.08,3.85,,,,,"1,314,172.31",,,126312.3312821,1968.0742002,274.2567805,103543.3471405,,,169.82,104.09,,,,48.17,5.32,,,,,,,,
N340154,A002300,한국제지,한국제지(주),110111-0002818,214-81-03513,1958-02-25,1971-06-23,2020-07-13,폐업,12.0,중견기업,,,N15105.종이와 임산물,C00000.제조업(10~34),"C17000.펄프, 종이 및 종이제품 제조업",코스피,해산 사유 발생,해산사유발생,2018,-0.0655062,-2.4874846,-5.1234765,-6.55,0.0671478,0.0294118,,,,-0.0189076,-0.0431102,-0.0287169,,,,,,1.44,2.7691883,,,4.66,3.88,,,,,"1,287,787.24",,,134685.3945805,-6866.0469867,-6155.6769747,96281.5552899,,,158.08,88.72,,,,55.85,-2.65,,,,,,,183.04,
N340154,A002300,한국제지,한국제지(주),110111-0002818,214-81-03513,1958-02-25,1971-06-23,2020-07-13,폐업,12.0,중견기업,,,N15105.종이와 임산물,C00000.제조업(10~34),"C17000.펄프, 종이 및 종이제품 제조업",코스피,해산 사유 발생,해산사유발생,2019,0.0013363,1.2440605,0.3848466,.13,-0.0094294,-0.0266667,,,,0.0043872,-0.0252129,0.0072495,,,,,,1.47,2.2563276,,,4.63,3.81,,,,,"1,266,134.84",,,119090.9157084,-4329.5490124,11451.5726366,90306.7853577,,,140.92,88.75,,,,74.62,.62,,,,,,,,
N340154,A002300,한국제지,한국제지(주),110111-0002818,214-81-03513,1958-02-25,1971-06-23,2020-07-13,폐업,12.0,중견기업,,,N15105.종이와 임산물,C00000.제조업(10~34),"C17000.펄프, 종이 및 종이제품 제조업",코스피,해산 사유 발생,해산사유발생,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N340154,A002300,한국제지,한국제지(주),110111-0002818,214-81-03513,1958-02-25,1971-06-23,2020-07-13,폐업,12.0,중견기업,,,N15105.종이와 임산물,C00000.제조업(10~34),"C17000.펄프, 종이 및 종이제품 제조업",코스피,해산 사유 발생,해산사유발생,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N340154,A002300,한국제지,한국제지(주),110111-0002818,214-81-03513,1958-02-25,1971-06-23,2020-07-13,폐업,12.0,중견기업,,,N15105.종이와 임산물,C00000.제조업(10~34),"C17000.펄프, 종이 및 종이제품 제조업",코스피,해산 사유 발생,해산사유발생,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N340154,A002300,한국제지,한국제지(주),110111-0002818,214-81-03513,1958-02-25,1971-06-23,2020-07-13,폐업,12.0,중견기업,,,N15105.종이와 임산물,C00000.제조업(10~34),"C17000.펄프, 종이 및 종이제품 제조업",코스피,해산 사유 발생,해산사유발생,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N340154,A002300,한국제지,한국제지(주),110111-0002818,214-81-03513,1958-02-25,1971-06-23,2020-07-13,폐업,12.0,중견기업,,,N15105.종이와 임산물,C00000.제조업(10~34),"C17000.펄프, 종이 및 종이제품 제조업",코스피,해산 사유 발생,해산사유발생,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N500500,A002530,벽산건설,벽산건설(주),110111-0016827,116-81-25566,1958-11-27,1975-06-30,2014-04-25,폐업,12.0,중견기업,,,N20103.건설 및 엔지니어링,F00000.건설업(41~42),F41000.종합 건설업,코스피,공시서류 미제출(사업보고서) 후 10일이내 미제출,공시서류미제출,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N500500,A002530,벽산건설,벽산건설(주),110111-0016827,116-81-25566,1958-11-27,1975-06-30,2014-04-25,폐업,12.0,중견기업,,,N20103.건설 및 엔지니어링,F00000.건설업(41~42),F41000.종합 건설업,코스피,공시서류 미제출(사업보고서) 후 10일이내 미제출,공시서류미제출,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N500500,A002530,벽산건설,벽산건설(주),110111-0016827,116-81-25566,1958-11-27,1975-06-30,2014-04-25,폐업,12.0,중견기업,,,N20103.건설 및 엔지니어링,F00000.건설업(41~42),F41000.종합 건설업,코스피,공시서류 미제출(사업보고서) 후 10일이내 미제출,공시서류미제출,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N500500,A002530,벽산건설,벽산건설(주),110111-0016827,116-81-25566,1958-11-27,1975-06-30,2014-04-25,폐업,12.0,중견기업,,,N20103.건설 및 엔지니어링,F00000.건설업(41~42),F41000.종합 건설업,코스피,공시서류 미제출(사업보고서) 후 10일이내 미제출,공시서류미제출,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N500500,A002530,벽산건설,벽산건설(주),110111-0016827,116-81-25566,1958-11-27,1975-06-30,2014-04-25,폐업,12.0,중견기업,,,N20103.건설 및 엔지니어링,F00000.건설업(41~42),F41000.종합 건설업,코스피,공시서류 미제출(사업보고서) 후 10일이내 미제출,공시서류미제출,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N500500,A002530,벽산건설,벽산건설(주),110111-0016827,116-81-25566,1958-11-27,1975-06-30,2014-04-25,폐업,12.0,중견기업,,,N20103.건설 및 엔지니어링,F00000.건설업(41~42),F41000.종합 건설업,코스피,공시서류 미제출(사업보고서) 후 10일이내 미제출,공시서류미제출,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N500500,A002530,벽산건설,벽산건설(주),110111-0016827,116-81-25566,1958-11-27,1975-06-30,2014-04-25,폐업,12.0,중견기업,,,N20103.건설 및 엔지니어링,F00000.건설업(41~42),F41000.종합 건설업,코스피,공시서류 미제출(사업보고서) 후 10일이내 미제출,공시서류미제출,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
